Barangay,overall_share,recent_share,seasonal_share,risk_score_raw,risk_score,Date,Year,Month,predicted_outbreak_probability,predicted_city_cases_proxy,predicted_barangay_cases_proxy,predicted_barangay_label
BAKAKENG CENTRAL,0.05252287905817909,0.07683376243121813,0.041491689957200775,0.05430054951960164,0.03145722047052088,2029-10-01,2029,10,0.7161764705882353,512047.99664746015,16107.606722027691,Higher Risk
IRISAN,0.08043941817927641,0.06322546990425228,0.07909499006289049,0.07460301963857621,0.042875032291026044,2029-11-01,2029,11,0.6261764705882352,645290.5982121959,27666.855235443414,Higher Risk
CAMP 7,0.05260247531961397,0.07195130159691723,0.06379502144323632,0.06400339626461612,0.03678333256314722,2029-11-01,2029,11,0.6261764705882352,645290.5982121959,23735.938673911412,Higher Risk
BAKAKENG CENTRAL,0.05252287905817909,0.07683376243121813,0.04393045703068631,0.05551993305634441,0.03190780928330531,2029-11-01,2029,11,0.6261764705882352,645290.5982121959,20589.80934006474,Higher Risk
IRISAN,0.08043941817927641,0.06322546990425228,0.06997588424139109,0.0700434667278265,0.036796610131335096,2029-12-01,2029,12,0.23,632828.6304967275,23285.9483963348,Higher Risk
CAMP 7,0.05260247531961397,0.07195130159691723,0.061465959147312996,0.06283886511665446,0.03301174725942691,2029-12-01,2029,12,0.23,632828.6304967275,20890.77880848723,Higher Risk
BAKAKENG CENTRAL,0.05252287905817909,0.07683376243121813,0.05764242789303124,0.062375918487516877,0.03276854304039268,2029-12-01,2029,12,0.23,632828.6304967275,20736.87221562477,Higher Risk
BAKAKENG CENTRAL,0.05252287905817909,0.07683376243121813,0.09231171875994451,0.07971056392097352,0.03945051295509361,2030-01-01,2030,1,0.22666666666666666,731979.4877012768,28876.966262422004,Higher Risk
IRISAN,0.08043941817927641,0.06322546990425228,0.07141845289806648,0.0707647510561642,0.03502303322145515,2030-01-01,2030,1,0.22666666666666666,731979.4877012768,25636.141915185537,Higher Risk
CAMP 7,0.05260247531961397,0.07195130159691723,0.05157666892605746,0.057894220006026696,0.02865312405313242,2030-01-01,2030,1,0.22666666666666666,731979.4877012768,20973.499065453,Higher Risk
CAMP 8,0.027513281058517875,0.010752688172043012,0.2,0.10872846266331648,0.050006963456064424,2030-02-01,2030,2,0.21666666666666667,815206.701655248,40766.0117388128,Higher Risk
IRISAN,0.08043941817927641,0.06322546990425228,0.10049019607843138,0.08530062264634665,0.039231908692244966,2030-02-01,2030,2,0.21666666666666667,815206.701655248,31982.11488464487,Higher Risk
BAKAKENG CENTRAL,0.05252287905817909,0.07683376243121813,0.0462236746550472,0.05666654186852486,0.026062372436697078,2030-02-01,2030,2,0.21666666666666667,815206.701655248,21246.220671430474,Higher Risk
"GENERAL EMILIO F. AGUINALDO (QUIRINO-MAGSAYSAY, LOWER)",0.02957987240482632,0.0,0.25,0.13091597448096526,0.05936415074587094,2030-03-01,2030,3,0.22333333333333333,888961.5987623817,52772.45035622046,Higher Risk
BAKAKENG CENTRAL,0.05252287905817909,0.07683376243121813,0.09518477043673013,0.08114708975936631,0.036796335116186685,2030-03-01,2030,3,0.22333333333333333,888961.5987623817,32710.528893481685,Higher Risk
CAMP 7,0.05260247531961397,0.07195130159691723,0.08489515609619755,0.07455346359109674,0.03380644011393861,2030-03-01,2030,3,0.22333333333333333,888961.5987623817,30052.62705215158,Higher Risk
CAMP ALLEN,0.015977416085353455,0.016855764214919144,0.16666666666666666,0.09158554581487977,0.04076450194600068,2030-04-01,2030,4,0.25333333333333335,1017768.4092585654,41488.822299798805,Higher Risk
IRISAN,0.08043941817927641,0.06322546990425228,0.08908563340055449,0.07959834130740821,0.035429026602984914,2030-04-01,2030,4,0.25333333333333335,1017768.4092585654,36058.54404729935,Higher Risk
BAKAKENG CENTRAL,0.05252287905817909,0.07683376243121813,0.06975394882496748,0.068431678953485,0.030458772561185236,2030-04-01,2030,4,0.25333333333333335,1017768.4092585654,30999.97649756594,Higher Risk
IRISAN,0.08043941817927641,0.06322546990425228,0.0819715541085202,0.07604130166139106,0.040212502176899007,2030-05-01,2030,5,0.7128431372549019,1554083.5377370196,62493.58764433281,Higher Risk
BAKAKENG CENTRAL,0.05252287905817909,0.07683376243121813,0.05402529292263908,0.060567351002320795,0.032029498191329046,2030-05-01,2030,5,0.7128431372549019,1554083.5377370196,49776.51586112211,Higher Risk
LOAKAN PROPER,0.03835140492788289,0.046248338297406905,0.06458150505484862,0.05383553500222296,0.02846954906310596,2030-05-01,2030,5,0.7128431372549019,1554083.5377370196,44244.05752576936,Higher Risk
IRISAN,0.08043941817927641,0.06322546990425228,0.08253111673520025,0.07632108297473109,0.04681627450136668,2030-06-01,2030,6,0.7461764705882352,2014397.060898534,94306.56575777203,Higher Risk
BAKAKENG CENTRAL,0.05252287905817909,0.07683376243121813,0.05068704937424058,0.058898229228121546,0.03612888548896894,2030-06-01,2030,6,0.7461764705882352,2014397.060898534,72777.92074251873,Higher Risk
CAMP 7,0.05260247531961397,0.07195130159691723,0.04125315489462221,0.05273246299030907,0.032346729976366236,2030-06-01,2030,6,0.7461764705882352,2014397.060898534,65159.15779407065,Higher Risk
IRISAN,0.08043941817927641,0.06322546990425228,0.07180400555692673,0.07095752738559433,0.04528218672926075,2030-07-01,2030,7,0.7195098039215686,2628700.044099835,119033.28625214471,Higher Risk
CAMP 7,0.05260247531961397,0.07195130159691723,0.05260587325390033,0.05840882216994813,0.03727411720201421,2030-07-01,2030,7,0.7195098039215686,2628700.044099835,97982.4735327172,Higher Risk
BAKAKENG CENTRAL,0.05252287905817909,0.07683376243121813,0.037904370668405886,0.0525068898752042,0.0335077458235168,2030-07-01,2030,7,0.7195098039215686,2628700.044099835,88081.81292396468,Higher Risk
IRISAN,0.08043941817927641,0.06322546990425228,0.07338819986584103,0.07174962454005147,0.0455582106408726,2030-08-01,2030,8,0.7161764705882353,3545151.8676824505,161510.77554176,Higher Risk
CAMP 7,0.05260247531961397,0.07195130159691723,0.06288575515626162,0.06354876312112878,0.04035098378282363,2030-08-01,2030,8,0.7161764705882353,3545151.8676824505,143050.36552050148,Higher Risk
BAKAKENG CENTRAL,0.05252287905817909,0.07683376243121813,0.03597859154308594,0.051544000312544226,0.03272842803799302,2030-08-01,2030,8,0.7161764705882353,3545151.8676824505,116027.24778520165,Higher Risk
IRISAN,0.08043941817927641,0.06322546990425228,0.09085528268379758,0.08048316594902975,0.04880155441500678,2030-09-01,2030,9,0.7161764705882353,4684160.074077704,228594.29274370527,Higher Risk
CAMP 7,0.05260247531961397,0.07195130159691723,0.04563021061389147,0.054920990849943695,0.03330174318921568,2030-09-01,2030,9,0.7161764705882353,4684160.074077704,155990.6958441132,Higher Risk
BAKAKENG CENTRAL,0.05252287905817909,0.07683376243121813,0.03292406453203188,0.050016736807017195,0.03032801299708499,2030-09-01,2030,9,0.7161764705882353,4684160.074077704,142061.2676070552,Higher Risk
IRISAN,0.08043941817927641,0.06322546990425228,0.08067478902421843,0.07539291911924018,0.04367638448656875,2030-10-01,2030,10,0.7161764705882353,6211421.562499318,271292.43637188384,Higher Risk
CAMP 7,0.05260247531961397,0.07195130159691723,0.05500085939086576,0.059606315238430845,0.034530939677025266,2030-10-01,2030,10,0.7161764705882353,6211421.562499318,214486.22328323798,Higher Risk
BAKAKENG CENTRAL,0.05252287905817909,0.07683376243121813,0.041491689957200775,0.05430054951960164,0.03145722047052088,2030-10-01,2030,10,0.7161764705882353,6211421.562499318,195394.05752688835,Higher Risk
IRISAN,0.08043941817927641,0.06322546990425228,0.07909499006289049,0.07460301963857621,0.042875032291026044,2030-11-01,2030,11,0.6261764705882352,7827727.014220648,335614.0485000472,Higher Risk
CAMP 7,0.05260247531961397,0.07195130159691723,0.06379502144323632,0.06400339626461612,0.03678333256314722,2030-11-01,2030,11,0.6261764705882352,7827727.014220648,287929.88597760955,Higher Risk
BAKAKENG CENTRAL,0.05252287905817909,0.07683376243121813,0.04393045703068631,0.05551993305634441,0.03190780928330531,2030-11-01,2030,11,0.6261764705882352,7827727.014220648,249765.6206915294,Higher Risk
IRISAN,0.08043941817927641,0.06322546990425228,0.06997588424139109,0.0700434667278265,0.036796610131335096,2030-12-01,2030,12,0.23,7676556.546827043,282471.25840474275,Higher Risk
CAMP 7,0.05260247531961397,0.07195130159691723,0.061465959147312996,0.06283886511665446,0.03301174725942691,2030-12-01,2030,12,0.23,7676556.546827043,253416.54454655337,Higher Risk
BAKAKENG CENTRAL,0.05252287905817909,0.07683376243121813,0.05764242789303124,0.062375918487516877,0.03276854304039268,2030-12-01,2030,12,0.23,7676556.546827043,251549.57360671018,Higher Risk
